name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,duck_group,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot
wpn_m1911_pickup_npc,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,2,priority,1,reject,31834,33727,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_00.LN65.pc.snd,,,,grp_foley,3685,3685,,0,5000,5000,default,default,allon,allon,1,reject,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd,,,,grp_foley,3685,3685,,0,5000,5000,default,default,allon,allon,1,reject,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_npc,raw\sound\wpn\pistol\fiveseven\plr\shot\silenced\wpn_fiveseven_sil_shot_plr.LN65.pc.snd,,,wpn_m1911_silencer_LFE_npc,grp_weapon,11653,11653,,900,900,900,alloff,default,cosdelay,cosdelay,6,priority,2,oldest,31834,33727,,20,90,63,-52,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd,,,,grp_weapon,3685,3685,,50,900,900,default,default,allon,rcurve1,10,reject,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,3434048311,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\int\silenced\wpn_pistol_decay_silenced_int.LN65.pc.snd,,,,grp_weapon,3685,3685,,50,900,900,default,default,allon,rcurve1,10,reject,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,1609388568,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_plr,raw\sound\wpn\pistol\fiveseven\plr\shot\silenced\wpn_fiveseven_sil_shot_plr.LN65.pc.snd,,,wpn_m1911_silencer_LFE,grp_weapon,20723,20723,,0,5000,5000,default,default,allon,allon,2,oldest,8,oldest,32297,32297,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_plr_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd,,,,grp_weapon,6553,6553,,0,5000,5000,default,default,allon,allon,3,oldest,8,oldest,31834,33727,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,3685,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,3434048311,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_fire_plr_decay,raw\sound\wpn\pistol\decay\int\silenced\wpn_pistol_decay_silenced_int.LN65.pc.snd,,,,grp_weapon,9257,9257,,0,5000,5000,default,default,allon,allon,3,oldest,8,oldest,31834,33727,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,3685,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,1609388568,,yes,no,0,0,,yes,no,bus_fx,
wpn_m1911_silencer_LFE,raw\sound\wpn\smg\mp7\plr\lfe\wpn_mp7_fire_lfe.LN65.pc.snd,,,wpn_m1911_silencer_fire_plr_decay,grp_wpn_lfe,13075,13075,,0,5000,5000,default,default,allon,allon,2,priority,2,oldest,32767,32767,,85,90,63,-1,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,no,no,0,0,,yes,no,bus_hdrfx,
wpn_m1911_silencer_LFE_npc,raw\sound\wpn\smg\mp7\plr\lfe\wpn_mp7_fire_lfe.LN65.pc.snd,,,wpn_m1911_silencer_fire_npc_decay,grp_wpn_lfe,7353,7353,,25,225,225,default,default,allon,allon,2,priority,1,oldest,32767,32767,,40,90,63,-65,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,no,no,0,0,,yes,no,bus_hdrfx,
fly_judge_close,raw\sound\wpn\pistol\357\reload\fly_357_close.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
fly_judge_empty,raw\sound\wpn\pistol\judge\foley\fly_judge_empty.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,100,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
fly_judge_load,raw\sound\wpn\pistol\judge\foley\load\fly_judge_load_00.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
fly_judge_load,raw\sound\wpn\pistol\judge\foley\load\fly_judge_load_01.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
fly_judge_open,raw\sound\wpn\pistol\357\reload\fly_357_open.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd,,,,grp_foley,13075,18470,,0,5000,5000,default,default,allon,allon,8,priority,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_dryfire_npc,raw\sound\wpn\pistol\dry_fire\npc\dry_fire_00.LN65.pc.snd,,,,grp_weapon,11653,11653,,900,900,900,alloff,default,cosdelay,cosdelay,6,priority,2,oldest,27857,38541,,20,90,63,-52,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_dryfire_plr,raw\sound\wpn\pistol\dry_fire\plr\dry_fire_00.LN65.pc.snd,,,,grp_weapon,20723,20723,,0,5000,5000,default,default,allon,allon,2,oldest,8,oldest,32767,32767,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,1165,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc,raw\sound\wpn\pistol\judge\plr\shot\wpn_judge_shot_plr.LN65.pc.snd,,,wpn_judge_LFE_npc,grp_weapon,11653,11653,,900,900,900,alloff,default,cosdelay,cosdelay,6,priority,2,oldest,27857,38541,,20,90,63,-52,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,76,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_decay,raw\sound\wpn\assault\decay\ext\wpn_assault_decay_ext.LN65.pc.snd,,,,grp_weapon,4639,4639,,50,900,900,default,default,allon,rcurve1,3,priority,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,3434048311,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_decay,raw\sound\wpn\shotgun\decay\int\wpn_shotgun_decay_int.LN65.pc.snd,,,,grp_weapon,1467,1467,,50,900,900,default,default,allon,rcurve1,3,priority,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,1609388568,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_00.LN65.pc.snd,,,wpn_judge_fire_npc_decay,grp_weapon,7353,7353,,900,6000,12500,default,allon,sindelay,sindelay,6,priority,2,oldest,27553,38966,,90,40,63,-1,,loaded,nonlooping,,-1,0,6553,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_01.LN65.pc.snd,,,wpn_judge_fire_npc_decay,grp_weapon,7353,7353,,900,6000,12500,default,allon,sindelay,sindelay,6,priority,2,oldest,27553,38966,,90,40,63,-1,,loaded,nonlooping,,-1,0,6553,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_02.LN65.pc.snd,,,wpn_judge_fire_npc_decay,grp_weapon,7353,7353,,900,6000,12500,default,allon,sindelay,sindelay,6,priority,2,oldest,27553,38966,,90,40,63,-1,,loaded,nonlooping,,-1,0,6553,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_npc_pap,raw\sound\wpn\pap\pap_shot_st.LN65.pc.snd,,,wpn_judge_flux_l_npc_pap,grp_weapon,8250,8250,,75,1250,1250,default,default,allon,allon,10,priority,3,oldest,30927,34715,,50,90,89,-1,,loaded,nonlooping,variant,-1,0,6553,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_plr,raw\sound\wpn\pistol\judge\plr\shot\wpn_judge_shot_plr.LN65.pc.snd,,,wpn_judge_LFE,grp_weapon,20723,20723,,0,5000,5000,default,default,allon,allon,2,oldest,8,oldest,32767,32767,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,1165,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_plr_decay,raw\sound\wpn\assault\decay\ext\wpn_assault_decay_ext.LN65.pc.snd,,,,grp_weapon,9257,9257,,0,5000,5000,default,default,allon,allon,3,oldest,8,oldest,31834,33727,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,655,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,3434048311,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_plr_decay,raw\sound\wpn\shotgun\decay\int\wpn_shotgun_decay_int.LN65.pc.snd,,,,grp_weapon,9257,9257,,0,5000,5000,default,default,allon,allon,3,oldest,8,oldest,31834,33727,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,655,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,1609388568,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_plr_lh,raw\sound\wpn\pistol\judge\plr\shot\wpn_judge_shot_plr.LN65.pc.snd,,,wpn_judge_LFE,grp_weapon,20723,20723,,0,5000,5000,default,default,allon,allon,2,oldest,8,oldest,32767,32767,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,1165,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_fire_plr_pap,raw\sound\wpn\pap\pap_shot_st.LN65.pc.snd,,,wpn_judge_flux_l_plr_pap,grp_weapon,14671,14671,,0,5000,5000,default,default,allon,allon,1,oldest,8,oldest,32767,32767,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,2072,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_hdrfx,
wpn_judge_fire_plr_rh,raw\sound\wpn\pistol\judge\plr\shot\wpn_judge_shot_plr.LN65.pc.snd,,,wpn_judge_LFE,grp_weapon,20723,20723,,0,5000,5000,default,default,allon,allon,2,oldest,8,oldest,32767,32767,,90,90,63,-1,,loaded,nonlooping,volume,-1,0,1165,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_flux_l_npc_pap,raw\sound\wpn\pap\pap_flux_left.LN65.pc.snd,,,wpn_judge_flux_r_npc_pap,grp_weapon,3685,3685,,25,900,900,default,default,allon,allon,8,priority,4,priority,32129,33416,,85,90,63,-1,,loaded,nonlooping,variant,-1,0,10386,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,left_shot,4000,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_flux_l_plr_pap,raw\sound\wpn\pap\pap_flux_left.LN65.pc.snd,,,wpn_judge_flux_r_plr_pap,grp_weapon,3685,3685,,25,900,900,default,default,allon,allon,8,priority,4,priority,32129,33416,,85,90,63,-1,,loaded,nonlooping,variant,-1,0,10386,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,left_shot,4000,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_flux_r_npc_pap,raw\sound\wpn\pap\pap_flux_right.LN65.pc.snd,,,wpn_judge_fire_npc,grp_weapon,3685,3685,,25,900,900,default,default,allon,allon,8,priority,4,priority,32129,33416,,85,90,63,-1,,loaded,nonlooping,variant,-1,0,10386,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,right_shot,4000,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_flux_r_plr_pap,raw\sound\wpn\pap\pap_flux_right.LN65.pc.snd,,,wpn_judge_fire_plr,grp_weapon,3685,3685,,25,900,900,default,default,allon,allon,8,priority,4,priority,32129,33416,,85,90,63,-1,,loaded,nonlooping,variant,-1,0,10386,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,right_shot,4000,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_LFE,raw\sound\wpn\pistol\357\lfe\wpn_357_fire_lfe.LN65.pc.snd,,,wpn_judge_fire_plr_decay,grp_wpn_lfe,13075,13075,,0,5000,5000,default,default,allon,allon,2,priority,2,oldest,32767,32767,,85,90,63,-1,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_1p,2d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,no,no,0,0,,yes,no,bus_hdrfx,
wpn_judge_LFE_npc,raw\sound\wpn\pistol\357\lfe\wpn_357_fire_lfe.LN65.pc.snd,,,wpn_judge_fire_npc_dist,grp_wpn_lfe,7353,7353,,25,225,225,default,default,allon,allon,2,priority,1,oldest,32767,32767,,40,90,63,-65,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,no,no,0,0,,yes,no,bus_hdrfx,
wpn_judge_pickup_npc,raw\sound\fly\pickups\weapon\fly_weapon_pickup_00.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,2,priority,1,reject,31834,33727,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_pickup_npc,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,2,priority,1,reject,31834,33727,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_00.LN65.pc.snd,,,,grp_foley,3685,3685,,0,5000,5000,default,default,allon,allon,1,reject,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd,,,,grp_foley,3685,3685,,0,5000,5000,default,default,allon,allon,1,reject,8,oldest,31143,34396,,70,70,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,2d,0,0,0,0,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd,,,,grp_foley,3685,3685,,75,500,500,default,default,allon,allon,4,priority,8,oldest,31107,34515,,15,30,63,-1,,loaded,nonlooping,volume,-1,0,20,,snp_foley,3d,0,25,250,3685,63,,no,yes,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_silencer_fire_npc,raw\sound\wpn\pistol\fiveseven\plr\shot\silenced\wpn_fiveseven_sil_shot_plr.LN65.pc.snd,,,wpn_judge_silencer_LFE_npc,grp_weapon,11653,11653,,900,900,900,alloff,default,cosdelay,cosdelay,6,priority,2,oldest,31834,33727,,20,90,63,-52,,loaded,nonlooping,volume,-1,0,0,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,0,0,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd,,,,grp_weapon,3685,3685,,50,900,900,default,default,allon,rcurve1,10,reject,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,3434048311,,yes,no,0,0,,yes,no,bus_fx,
wpn_judge_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\int\silenced\wpn_pistol_decay_silenced_int.LN65.pc.snd,,,,grp_weapon,3685,3685,,50,900,900,default,default,allon,rcurve1,10,reject,1,oldest,30927,34715,,20,70,38,-1,,loaded,nonlooping,volume,-1,0,368,,snp_wpn_3p,3d,0,0,0,0,63,,no,no,none,0,,,,no,0,2155298321,1609388568,,yes,no,0,0,,yes,no,bus_fx,
